id,title,summary,agency,contact,detail_url,key
145,출산장려 지원,태안군 출산 장려 지원, 충청남도 태안군 행정안전국 가족정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00002355&wlfareInfoReldBztpCd=02,WLF00002355
146,장애인가정 출산지원금 지원,장애인가정의 출산시 산모와 신생아의 건강관리와 장애인가정의 생활안정에 도움을 주고 저 출산 시대의 사회적 문제 해소에 기여, 경기도 하남시 복지문화국 노인장애인복지과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001293&wlfareInfoReldBztpCd=02,WLF00001293
147,시흥시 산후조리비 지원,산모 및 신생아의 건강보호와 출산 가정의 경제적 부담 완화 도모, 경기도 시흥시 보건소 정왕보건지소,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005509&wlfareInfoReldBztpCd=02,WLF00005509
148,산모건강회복비 지원사업,출산산모의 경제적 부담을 경감하여 출산 친화적인 분위기 조성, 전라남도 고흥군 보건소,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005078&wlfareInfoReldBztpCd=02,WLF00005078
149,둘째아이상 출산지원금 지급,시민의 삶의질 향상과 출산친화적인 사회분위기 조성을 위하여 둘째아 이상 자녀 출산시 출산지원금 지급, 경기도 부천시 복지위생국 여성가족과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004313&wlfareInfoReldBztpCd=02,WLF00004313
150,출산장려금 지원사업,출산장려 시책으로 출산가정의 삶의 질 향상과 경제적 부담을 덜어주고 지역 사회 출산분위기 확산을 위하여 출산장려금 확대 지원, 전라남도 고흥군 보건소,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004259&wlfareInfoReldBztpCd=02,WLF00004259
151,출산장려금 지원,출생아 가정의 경제적 부담경감을 통한 출산장려 분위기 조성, 경상북도 포항시 복지국 여성가족과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004022&wlfareInfoReldBztpCd=02,WLF00004022
152,임산부 초음파 검사비 지원,임산부 및 태아의 건강한 출산에 기여, 전라남도 고흥군 보건소,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003616&wlfareInfoReldBztpCd=02,WLF00003616
153,셋째이후 출생아 건강보장 보험료 지급,셋째이후 출생아에게 건강보험료를 지원하여 출산과 양육에 유리한 환경과 출산 친화적 분위기 조성 , 부산광역시 서구 주민복지국 가족행복과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001631&wlfareInfoReldBztpCd=02,WLF00001631
154,기형아 검사 쿠폰 지원사업,기형아 이상 여부의 발견 확률이 높은 사중지표검사(Quad test) 비용을 지원하여 임신·출산 가정의 경제적 부담을 덜고 건강한 신생아 출산에 기여하고자 함, 경기도 광명시 보건소,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001449&wlfareInfoReldBztpCd=02,WLF00001449
155,출산지원금 지원,"출산·양육에 대한 사회적 책임을 강화하고, 가족이 함께하는 출산친화적 환경 조성", 부산광역시 서구 주민복지국 가족행복과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00000870&wlfareInfoReldBztpCd=02,WLF00000870
156,기형아 검사 비용 지원,기형아검사비용에 대한 출산가정의 경제적 부담을 경감시켜 출생아 수 증가에 기여하고자 함, 경상남도 거창군 보건소 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005641&wlfareInfoReldBztpCd=02,WLF00005641
157,서대문구 공공산후조리원 이용료 감면,"공공산후조리원 이용자 맞춤형 산후조리서비스 제공 
공공산후조리원 이용 구민의 감면율 확대 추진으로 주민 혜택 강화 ", 서울특별시 서대문구 보건소 지역건강과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005633&wlfareInfoReldBztpCd=02,WLF00005633
158,임신부 가사 돌봄 서비스 지원 사업,임신부 가사 돌봄 서비스 지원, 전라남도 해남군 보건소,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004730&wlfareInfoReldBztpCd=02,WLF00004730
159,신생아 양육비 지원사업,"신생아 양육에 실질적 지원을 체감할 수 있도록 신생아 양육비를 지원하여 출산율을 제고하고, 저출산에 대한 주민 인식전환으로 출산 친화적 분위기 조성하기 위함", 전라남도 해남군 보건소,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003811&wlfareInfoReldBztpCd=02,WLF00003811
160,여수시 장애인가정 출산지원금 지원,"장애인가정에서 신생아 출산시 산모와 신생아의  건강관리를 도모하고, 장애인 가정의 생활안정에 도움을 주기 위함", 전라남도 여수시 교육복지국 노인장애인과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003533&wlfareInfoReldBztpCd=02,WLF00003533
161,출산 전 준비금,출산과 관련된 비용 지원, 전라남도 완도군 보건의료원 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003167&wlfareInfoReldBztpCd=02,WLF00003167
162,한방난임부부지원사업,난임부부를 대상으로 한방치료지원으로  건강한 임신을 유도하여 저출산 극복 및 함께 더불어 살아가는 사회 분위기 조성, 대구광역시 청년여성교육국 출산보육과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001836&wlfareInfoReldBztpCd=02,WLF00001836
163,출산장려금 지원,"- 남동구 주민의 출산장려 분위기 조성 및 저출산,고령화 사회에 대처
- 출산장려금 지원을 통해 자녀양육 비용부담 경감 및 ""아이낳고 기르기 좋은 남동구"" 실현에 적극 기여", 인천광역시 남동구 복지국 보육정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00000016&wlfareInfoReldBztpCd=02,WLF00000016
164,장애인가정 출산 및 양육지원금,부산광역시 남구에 거주하는 장애인가정의 출산과 아동양육에 따른 경제적 부담을 경감하고 안정적인 양육환경을 조성함으로써 장애인가정의 생활안정 및 사회적통합에 기여하고자함, 부산광역시 남구 복지교육국 주민복지과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005629&wlfareInfoReldBztpCd=02,WLF00005629
165,"빙그레 웃는 맘, 행복출산 시범사업 운영(운동비, 운동기구 구입비 지원)",출산과 관련된 운동비 지원, 전라남도 완도군 보건의료원 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005622&wlfareInfoReldBztpCd=02,WLF00005622
166,장애의 정도가 심한 장애인산모 본인부담금 지원,장애 산모의 산모신생아 건강관리 지원사업 본인부담금 지원을 통해 경제적 부담감을 경감하여 저출산 극복에 일조하고자 함, 경상남도 양산시 보건소 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00002850&wlfareInfoReldBztpCd=02,WLF00002850
167,임산부 검사비 지원,임산부 및 가임기여성 건강보호를 통한 국민보건 향상, 충청남도 태안군 보건의료원 보건정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00000146&wlfareInfoReldBztpCd=02,WLF00000146
168,난임부부시술비지원,체외수정시술 및 인공수정시술 등 보조생식술을 받는 난임부부에게 건강보험 본인부담 및 비급여 일부를 보충적으로 지원하여 경제적 부담을 경감시킴으로써 난임부부가 희망하는 자녀를 갖도록 지원하기 위함, 전라남도 완도군 보건의료원 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004733&wlfareInfoReldBztpCd=02,WLF00004733
169,산모신생아 건강관리 서비스 본인부담금 지원,산모·신생아 건강관리 서비스 비용 중 본인부담금을 일부 지원하여 출산가정의 경제적 부담을 경감, 경기도 이천시 보건소 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004727&wlfareInfoReldBztpCd=02,WLF00004727
170,셋째이상 출생자녀 출산지원금 및 건강보험료지원,"지역의 출산율 저하로 인한 인구감소와 고령화 등의 사회문제에  적극 대처하기 위함
", 부산광역시 기장군 문화복지국 가족복지과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004341&wlfareInfoReldBztpCd=02,WLF00004341
171,임신부 교통카드 지원사업,임산부 의료기관 이용 교통비 부담 경감, 전라남도 완도군 보건의료원 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003917&wlfareInfoReldBztpCd=02,WLF00003917
172,출산장려금지원사업,"모자보건법 제3조와 저출산.고령사회기본법 제4조 및 제10조에 의거 임신,출산,양육 및 교육에 소요되는 경제적
부담을 경감하고 출산장려 분위기를 조성", 전북특별자치도 완주군 보건소 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003690&wlfareInfoReldBztpCd=02,WLF00003690
173,산모신생아 건강관리 지원,"출산가정에 건강관리사를 파견하여 산모의 산후 회복과 신생아의 양육을 지원하고, 출산 가정의 경제적 부담을 경감", 경상남도 양산시 보건소 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00002963&wlfareInfoReldBztpCd=02,WLF00002963
174,장애인가정 출산지원금 지원,"출산 장애인가정의 생활안정을 도모하고, 저출산 시대의 사회적 문제 해소에도 기여", 부산광역시 기장군 문화복지국 노인장애인복지과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00002690&wlfareInfoReldBztpCd=02,WLF00002690
175,무연고 기초수급자 간병비 지원,"위기상황에 해당되는 중한 질병 또는 부상으로 인하여 의료기관에 입원한 무연고 기초생활수급자(생계,의료,주거)의 간병비를 지원함으로써 의료비 부담 완화도모", 경기도 연천군 행정복지국 복지정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001895&wlfareInfoReldBztpCd=02,WLF00001895
176,장애인가정 출산지원금지원,장애인의 출산을 장려하고 저출산 시대의 사회적 문제해소에 기여, 경기도 성남시 복지국 장애인복지과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001274&wlfareInfoReldBztpCd=02,WLF00001274
177,출산장려금 지원,첫째아 이상에 출산장려금을 지급하여 건전한 출산·양육 풍토 문화 조성, 대전광역시 중구 복지환경국 여성가족과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001734&wlfareInfoReldBztpCd=02,WLF00001734
178,출산축하 지원,출산율 저하 등 사회문제에 적극 대응하고 출산과 양육하기 좋은 환경에 기여하고자 자녀를 출산한 가정에 출산축하금을 지원하고자 함, 경기도 파주시 복지정책국 여성가족과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001658&wlfareInfoReldBztpCd=02,WLF00001658
179,"신한 위기가정 재기지원사업(생활비, 주거비 등)","갑작스런 위기상황으로 어려움을 겪고 있는 가정 및 학대피해아동 가정에 필요한 지원을 통해 가정의 위기상황을 완화하여 희망을 갖고 더 좋은 내일, 더 안전한 내일을 꿈꿀 수 있도록 돕는 사업입니다.",사단법인 굿네이버스 인터내셔날,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=BOK00000894&wlfareInfoReldBztpCd=03,BOK00000894
180,셋째아가정 산후 건강관리 지원사업,셋째아 가정의 산후 건강관리 지원으로 산모및 신생아의 건강증진 도모 및 가정의 경제적 부담 감소, 서울특별시 은평구 보건소 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00002418&wlfareInfoReldBztpCd=02,WLF00002418
181,한부모가족지원사업 '트라이앵글프로젝트',한부모의 임신·출산·양육과정에서 발생하는 위기상황에 신속히 대처하고 지역사회 안에서 안전하게 자립할 수 있도록 돕습니다.,한부모가족복지상담소KUMSN,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=BOK00000876&wlfareInfoReldBztpCd=03,BOK00000876
182,위기임산부 임신·출산상담 지원사업 '임신출산SOS',임신·출산에 어려움을 겪는 위기임산부에게 단계별 맞춤형 프로그램을 제공하여 안정감 있게 아이를 양육할 수 있도록 합니다.,한부모가족복지상담소KUMSN,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=BOK00000875&wlfareInfoReldBztpCd=03,BOK00000875
183,한부모상담지원서비스 '위기임신출산상담',"위기임신출산상담은 임신과 출산 과정에서 발생할 수 있는 다양한 위기 상황에 직면한 여성들과 그 가족들에게 상담과 지원을 통해, 위기 상황에 있는 임산부들이 필요한 도움을 받으며 건강한 출산과 양육을 할 수 있도록 돕습니다.",한부모가족복지상담소KUMSN,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=BOK00000904&wlfareInfoReldBztpCd=03,BOK00000904
184,산전 산후 모유수유 관리비 지원,모유수유의 어려움을 해결하기위해 올바른 모유수유 방법 교육과 산후 유방울혈등 관리지원으로 빠른 산후 회복과 아기의 건강증진 도모 , 전라남도 여수시 보건소 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005588&wlfareInfoReldBztpCd=02,WLF00005588
185,도봉구 오!사방복지 출생축하용품 지원사업,자녀를 출산한 가정에 육아용품이 든 축하선물을 택배배송함으로 출산 양육 친화적인 환경 조성, 서울특별시 도봉구 복지가족국 가족정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005587&wlfareInfoReldBztpCd=02,WLF00005587
186,고령임부 의료비 플러스 사업,산모와 태아의 건강을 증진하고 출산 장려 환경을 조성하기 위함, 전라남도 광양시 보건소 출생보건과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005584&wlfareInfoReldBztpCd=02,WLF00005584
187,당진시 산후조리비 지원, 산후조리비를 지원함으로써 출산에 대한 경제적 부담 경감 및 시민 출산 장려 분위기 조성, 충청남도 당진시 보건소 보건행정과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005580&wlfareInfoReldBztpCd=02,WLF00005580
188,출생 축하용품 지원,출생가정에 출생축하용품을 지원하여 경제적 부담을 경감하고 출산친화적 분위기 형성, 경상북도 경산시 보건소 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004906&wlfareInfoReldBztpCd=02,WLF00004906
189,여수시 출산지원금 지원사업,모성 및 영유아의 생명과 건강을 보호하고 건전한 출산과 양육을 도모함으로써 여수시의 경쟁력을 높이고 시민의 삶의 질 향상에 이바지함, 전라남도 여수시 보건소 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004614&wlfareInfoReldBztpCd=02,WLF00004614
190,출산지원금 지급,저출산 극복 및 출산장려 분위기를 조성하고 임신·출산·양육으로 인한 부담을 경감시켜 아이낳고 키우기 좋은 여건을 조성하고자 함., 울산광역시 북구 복지환경국 가족정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004440&wlfareInfoReldBztpCd=02,WLF00004440
191,난임 시술비 지원(자체),난임부부의 경제적 부담 완화및 임신 성공율 제고로 저출생 고령화에 적극 대응, 전라남도 여수시 보건소 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003737&wlfareInfoReldBztpCd=02,WLF00003737
192,신생아 양육비 확대 지원,"신생아 양육지원금을 확대 지원하고 초등학생 입학축하금을 지원하여 출산율을 제고하고 출산, 양육에 유리한 환경 조성", 전라남도 함평군 보건소,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003569&wlfareInfoReldBztpCd=02,WLF00003569
193,산모 신생아 건강관리 지원사업 본인부담금 지원,산모 신생아 건강관리 지원사업 이용 시 발생하는 본인부담금을 지원하여 출산 가정의 경제적 부담 경감, 전라남도 함평군 보건소,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003568&wlfareInfoReldBztpCd=02,WLF00003568
194,출산공무원 축하지원금,출산공무원에게 복지포인트를 이용하여 축하금을 지원함으로써 출산율 제고에 기여하고자 함., 충청북도 음성군 행정복지국 자치행정과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00002893&wlfareInfoReldBztpCd=02,WLF00002893
195, 출산축하 유아용품 지원사업 ,아기를 출산한 가정에 출산 축하 유아용품을 지급함으로써 출생아들의 밝고 건강한 성장을 지원하고 작은 기쁨을 증대, 서울특별시 동대문구 주민복지국 보육여성과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00002455&wlfareInfoReldBztpCd=02,WLF00002455
196,산후조리비용 지원,광양시에 거주하는 산모와 신생아의 건강관리 및 출산 장려 분위기 조성을 위함, 전라남도 광양시 보건소 통합보건과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00002405&wlfareInfoReldBztpCd=02,WLF00002405
197,광양시 출산장려금 지원,"인구 증대를 유도하고 장기적으로는 출산율을 제고하며, 어린이의 효율적인 건강 관리와  출산 여성 보호 및 삶의 질 향상을 위해 지원", 전라남도 광양시 보건소 출생보건과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00002291&wlfareInfoReldBztpCd=02,WLF00002291
198,기저귀.조제분유 지원사업 대상자 확대(셋째아 이상 기저귀 지원사업),필수재이고 경제적 고부담 요인인 기저귀를 셋째아이상 출산가정에 바우처를 지원함으로서 실질적인 혜택 제공 및 저출산 극복 기여, 전라남도 여수시 보건소 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00002058&wlfareInfoReldBztpCd=02,WLF00002058
199,출산축하용품 지원,저출산 극복 및 출산장려 분위기를 조성하고 임신？출산？양육으로 인한 부담을    경감시켜 아이낳고 키우기 좋은 여건을 조성하고자 함, 울산광역시 북구 복지환경국 가족정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001831&wlfareInfoReldBztpCd=02,WLF00001831
200,임신부 기형아 검사 지원사업,산전 기형아검사비 지원으로 임신 전 의료비 부담 경감에 기여하고자 함, 경상북도 구미시 선산보건소,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00000532&wlfareInfoReldBztpCd=02,WLF00000532
201,통영시 출산지원금 지원,저출산 문제에 적극 대처하고 출산 장려를 지원함으로써 출산율을 제고하고자 함., 경상남도 통영시 문화복지국 여성가족과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00000433&wlfareInfoReldBztpCd=02,WLF00000433
202,다자녀 출산맘 행복쿠폰 지원,저출산 시대에 대응하여 둘째 아 이상 출산한 가정에 보다 실질적인 지원으로 산모와 아이의 건강을 도모하고 출산 장려 분위기 확산을 통한 출산율 제고, 전라남도 광양시 보건소 출생보건과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00000301&wlfareInfoReldBztpCd=02,WLF00000301
203, 나비고을 출생아 출산축하 선물「행복함」,자녀를 출산한 임산부에게 양육에 필요한 물품을 지원하여 아이의 탄생을 축하하고 출산 친화적 환경 조성, 전라남도 함평군 보건소,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00000163&wlfareInfoReldBztpCd=02,WLF00000163
204,난임시술비 추가지원,고액의 난임시술비 부담 경감, 광주광역시 복지건강국 건강위생과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004226&wlfareInfoReldBztpCd=02,WLF00004226
205,출생지원금 지원,저출산 극복을 위한 수당 지원으로 경제적 부담 완화 및 출산분위기 조성, 충청남도 서천군 행정복지국 인구정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003076&wlfareInfoReldBztpCd=02,WLF00003076
206,의성군 출산장려금 지원,"출산율 저하로 인한 인구감소 현상과 노동력 감소, 인구 노령화 등의 사회문제에 적극 대처하기 위하여 출산 부모와 영유아를 대상으로 출산장려금과 양육비를 지급하고 다자녀가족에 대한 경제적 지원을 통해 출산율 제고로 지역경쟁력을 강화하는데 필요한 사항을 규정함을 목적으로 한다.", 경상북도 의성군 관광경제농업국 청년정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004693&wlfareInfoReldBztpCd=02,WLF00004693
207,장애인가정 출산지원금 지원,장애인 출산가정의 산모와 신생아의 건강한 육아 환경을 향상시키기 위하여 출산비용을 지원, 울산광역시 복지보훈여성국 복지정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001010&wlfareInfoReldBztpCd=02,WLF00001010
208,장애인가정 출산지원,장애인가정 출산지원금 지급으로 생활안정 도모, 대전광역시 중구 복지환경국 노인장애인과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001432&wlfareInfoReldBztpCd=02,WLF00001432
209,난임진단검사비 지원사업,난임부부에게 시술 전 필수적인 난임 진단 검사비를 지원하여 경제적 부담을 경감시킴으로써 난임부부가 희망하는 자녀를 갖도록 지원, 전북특별자치도 남원시 보건소 치매안심과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003861&wlfareInfoReldBztpCd=02,WLF00003861
210,난임 부부 시술비 확대 지원사업,난임부부에게 시술비 일부를 지원 확대하여 경제적 부담 경감시킴으로서 난임 부부가 희망하는 자녀를 갖도록 지원하기 위함, 전북특별자치도 익산시 보건소 보건지원과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003610&wlfareInfoReldBztpCd=02,WLF00003610
211,산모 산후조리비 지원,저출산 및 인구의 고령화에 따른 사회구조변화에 대응하고 산후조리비 지원으로 출산․양육에 소요되는 가정의 경제적 부담을 경감시키고 저출산 문제에 적극적으로 대처하고자 함, 경상북도 고령군 보건소 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005554&wlfareInfoReldBztpCd=02,WLF00005554
212,출산.입양 장려금 지원,출산율 저하로 인한 인구감소와 인구노령화 현상 등 저출산 현상이 사회 문제로 대두됨에 따라 출산 분위기 조성과 국내 입양 활성화를 위해 지원, 인천광역시 계양구 주민복지국 여성보육과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004257&wlfareInfoReldBztpCd=02,WLF00004257
213,출산가정 기념사진비지원,"저출산고령화대책으로 출산의 기쁨을 널리 알려 출산장려의 목적으로 출산기념 사진권을 지원하여 
출산에 대한 의식 개선으로 저출산을 극복하고자 함", 충청북도 증평군 미래기획실 미래전략과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003131&wlfareInfoReldBztpCd=02,WLF00003131
214,고령군 출산장려금 및 출생아건강보험료 지원 ,출산율 저하와 인구감소에 적극 대처하고 출산장려금 지원 및 출생아 건강보험 가입으로 출산가정의 경제적 부담을 완화하여 출산장려 분위기 확산에 이바지함을 목적으로 한다., 경상북도 고령군 보건소 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003064&wlfareInfoReldBztpCd=02,WLF00003064
215,장애인가정 출산지원금 지원,기존 여성장애인 출산비용 지원사업과 별도로 대상자를 남성장애인의 비장애인 배우자까지 확대 지원함으로써 저출산 시대의 사회적 문제 해소 및 장애인가정의 경제적 부담경감과 안정적 양육환경 조성, 인천광역시 동구 복지경제국 노인장애인복지과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001794&wlfareInfoReldBztpCd=02,WLF00001794
216,다자녀 가정 양육비 지원,다자녀 양육가정의 경제적 부담을 완화하여 출산친화 환경 조성, 인천광역시 계양구 주민복지국 여성보육과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001446&wlfareInfoReldBztpCd=02,WLF00001446
217,다문화가족 지원,다문화가족의 안정적 정착 지원 및 건강한 가족 문화 조성 , 경상북도 청송군 주민행복과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00000605&wlfareInfoReldBztpCd=02,WLF00000605
218,첫째아 이상 출산가정 산모·신생아 건강관리 지원사업 확대,#NAME?, 경기도 하남시 보건소 미사보건센터,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003986&wlfareInfoReldBztpCd=02,WLF00003986
